run_accession	sample_accession	sample_alias	sample_title	experiment_title	library_layout	study_accession	study_title	center_name	fastq_ftp	collection_date
SRR396968	SAMN00771087	A02694	Colorectal tumour - Subject 0005-028	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02694	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396968/SRR396968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396968/SRR396968_2.fastq.gz	
SRR396970	SAMN00771089	A02696	Colorectal tumour - Subject 0005-031	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02696	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396970/SRR396970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396970/SRR396970_2.fastq.gz	
SRR396984	SAMN00771103	A02710	Colorectal tumour - Subject 0005-052	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02710	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396984/SRR396984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396984/SRR396984_2.fastq.gz	
SRR396986	SAMN00771105	A02712	Colorectal tumour - Subject 0005-054	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02712	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396986/SRR396986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396986/SRR396986_2.fastq.gz	
SRR396995	SAMN00771114	A02721	Colorectal tumour - Subject 0005-065	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02721	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396995/SRR396995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396995/SRR396995_2.fastq.gz	
SRR396996	SAMN00771115	A02722	Normal colon epithelium - Subject 0005-013	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02722	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396996/SRR396996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396996/SRR396996_2.fastq.gz	
SRR397002	SAMN00771121	A02728	Normal colon epithelium - Subject 0005-022	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02728	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397002/SRR397002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397002/SRR397002_2.fastq.gz	
SRR397010	SAMN00771129	A02736	Normal colon epithelium - Subject 0005-035	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02736	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397010/SRR397010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397010/SRR397010_2.fastq.gz	
SRR397011	SAMN00771130	A02737	Normal colon epithelium - Subject 0005-036	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02737	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397011/SRR397011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397011/SRR397011_2.fastq.gz	
SRR397013	SAMN00771132	A02739	Normal colon epithelium - Subject 0005-040	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02739	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397013/SRR397013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397013/SRR397013_2.fastq.gz	
SRR397016	SAMN00771135	A02742	Normal colon epithelium - Subject 0005-044	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02742	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397016/SRR397016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397016/SRR397016_2.fastq.gz	
SRR397017	SAMN00771136	A02743	Normal colon epithelium - Subject 0005-047	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02743	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397017/SRR397017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397017/SRR397017_2.fastq.gz	
SRR397022	SAMN00771141	A02748	Normal colon epithelium - Subject 0005-054	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02748	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397022/SRR397022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397022/SRR397022_2.fastq.gz	
SRR397024	SAMN00771143	A02750	Normal colon epithelium - Subject 0005-057	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02750	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397024/SRR397024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397024/SRR397024_2.fastq.gz	
SRR397027	SAMN00771146	A02753	Normal colon epithelium - Subject 0005-060	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02753	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397027/SRR397027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397027/SRR397027_2.fastq.gz	
SRR397029	SAMN00771148	A02755	Normal colon epithelium - Subject 0005-063	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02755	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397029/SRR397029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397029/SRR397029_2.fastq.gz	
SRR397039	SAMN00771086	A02693	Colorectal tumour - Subject 0005-027	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02693	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397039/SRR397039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397039/SRR397039_2.fastq.gz	
SRR397042	SAMN00771089	A02696	Colorectal tumour - Subject 0005-031	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02696	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397042/SRR397042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397042/SRR397042_2.fastq.gz	
SRR397047	SAMN00771094	A02701	Colorectal tumour - Subject 0005-036	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02701	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397047/SRR397047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397047/SRR397047_2.fastq.gz	
SRR397057	SAMN00771104	A02711	Colorectal tumour - Subject 0005-053	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02711	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397057/SRR397057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397057/SRR397057_2.fastq.gz	
SRR397058	SAMN00771105	A02712	Colorectal tumour - Subject 0005-054	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02712	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397058/SRR397058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397058/SRR397058_2.fastq.gz	
SRR397062	SAMN00771109	A02716	Colorectal tumour - Subject 0005-059	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02716	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397062/SRR397062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397062/SRR397062_2.fastq.gz	
SRR397063	SAMN00771110	A02717	Colorectal tumour - Subject 0005-060	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02717	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397063/SRR397063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397063/SRR397063_2.fastq.gz	
SRR397066	SAMN00771113	A02720	Colorectal tumour - Subject 0005-064	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02720	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397066/SRR397066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397066/SRR397066_2.fastq.gz	
SRR397067	SAMN00771114	A02721	Colorectal tumour - Subject 0005-065	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02721	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397067/SRR397067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397067/SRR397067_2.fastq.gz	
SRR397070	SAMN00771117	A02724	Normal colon epithelium - Subject 0005-017	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02724	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397070/SRR397070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397070/SRR397070_2.fastq.gz	
SRR397074	SAMN00771121	A02728	Normal colon epithelium - Subject 0005-022	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02728	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397074/SRR397074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397074/SRR397074_2.fastq.gz	
SRR397076	SAMN00771123	A02730	Normal colon epithelium - Subject 0005-028	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02730	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397076/SRR397076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397076/SRR397076_2.fastq.gz	
SRR397078	SAMN00771125	A02732	Normal colon epithelium - Subject 0005-031	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02732	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397078/SRR397078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397078/SRR397078_2.fastq.gz	
SRR397079	SAMN00771126	A02733	Normal colon epithelium - Subject 0005-032	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02733	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397079/SRR397079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397079/SRR397079_2.fastq.gz	
SRR397084	SAMN00771131	A02738	Normal colon epithelium - Subject 0005-037	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02738	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397084/SRR397084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397084/SRR397084_2.fastq.gz	
SRR397086	SAMN00771133	A02740	Normal colon epithelium - Subject 0005-042	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02740	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397086/SRR397086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397086/SRR397086_2.fastq.gz	
SRR397089	SAMN00771136	A02743	Normal colon epithelium - Subject 0005-047	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02743	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397089/SRR397089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397089/SRR397089_2.fastq.gz	
SRR397092	SAMN00771139	A02746	Normal colon epithelium - Subject 0005-052	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02746	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397092/SRR397092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397092/SRR397092_2.fastq.gz	
SRR397095	SAMN00771142	A02749	Normal colon epithelium - Subject 0005-056	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02749	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397095/SRR397095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397095/SRR397095_2.fastq.gz	
SRR397096	SAMN00771143	A02750	Normal colon epithelium - Subject 0005-057	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02750	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397096/SRR397096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397096/SRR397096_2.fastq.gz	
SRR397101	SAMN00771148	A02755	Normal colon epithelium - Subject 0005-063	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02755	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397101/SRR397101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397101/SRR397101_2.fastq.gz	
SRR397103	SAMN00771150	A02757	Normal colon epithelium - Subject 0005-065	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02757	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397103/SRR397103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397103/SRR397103_2.fastq.gz	
SRR397105	SAMN00771080	A02687	Colorectal tumour - Subject 0005-014	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02687	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397105/SRR397105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397105/SRR397105_2.fastq.gz	
SRR397113	SAMN00771088	A02695	Colorectal tumour - Subject 0005-030	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02695	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397113/SRR397113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397113/SRR397113_2.fastq.gz	
SRR397115	SAMN00771090	A02697	Colorectal tumour - Subject 0005-032	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02697	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397115/SRR397115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397115/SRR397115_2.fastq.gz	
SRR396888	SAMN00771079	A02686	Colorectal tumour - Subject 0005-013	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02686	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396888/SRR396888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396888/SRR396888_2.fastq.gz	
SRR397119	SAMN00771094	A02701	Colorectal tumour - Subject 0005-036	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02701	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397119/SRR397119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397119/SRR397119_2.fastq.gz	
SRR397120	SAMN00771095	A02702	Colorectal tumour - Subject 0005-037	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02702	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397120/SRR397120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397120/SRR397120_2.fastq.gz	
SRR396891	SAMN00771082	A02689	Colorectal tumour - Subject 0005-019	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02689	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396891/SRR396891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396891/SRR396891_2.fastq.gz	
SRR397122	SAMN00771097	A02704	Colorectal tumour - Subject 0005-042	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02704	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397122/SRR397122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397122/SRR397122_2.fastq.gz	
SRR396892	SAMN00771083	A02690	Colorectal tumour - Subject 0005-020	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02690	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396892/SRR396892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396892/SRR396892_2.fastq.gz	
SRR397127	SAMN00771102	A02709	Colorectal tumour - Subject 0005-050	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02709	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397127/SRR397127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397127/SRR397127_2.fastq.gz	
SRR397128	SAMN00771103	A02710	Colorectal tumour - Subject 0005-052	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02710	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397128/SRR397128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397128/SRR397128_2.fastq.gz	
SRR396896	SAMN00771087	A02694	Colorectal tumour - Subject 0005-028	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02694	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396896/SRR396896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396896/SRR396896_2.fastq.gz	
SRR397137	SAMN00771112	A02719	Colorectal tumour - Subject 0005-063	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02719	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397137/SRR397137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397137/SRR397137_2.fastq.gz	
SRR396899	SAMN00771090	A02697	Colorectal tumour - Subject 0005-032	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02697	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396899/SRR396899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396899/SRR396899_2.fastq.gz	
SRR397139	SAMN00771114	A02721	Colorectal tumour - Subject 0005-065	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02721	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397139/SRR397139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397139/SRR397139_2.fastq.gz	
SRR397143	SAMN00771118	A02725	Normal colon epithelium - Subject 0005-019	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02725	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397143/SRR397143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397143/SRR397143_2.fastq.gz	
SRR396901	SAMN00771092	A02699	Colorectal tumour - Subject 0005-034	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02699	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396901/SRR396901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396901/SRR396901_2.fastq.gz	
SRR396903	SAMN00771094	A02701	Colorectal tumour - Subject 0005-036	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02701	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396903/SRR396903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396903/SRR396903_2.fastq.gz	
SRR397147	SAMN00771122	A02729	Normal colon epithelium - Subject 0005-027	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02729	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397147/SRR397147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397147/SRR397147_2.fastq.gz	
SRR397148	SAMN00771123	A02730	Normal colon epithelium - Subject 0005-028	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02730	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397148/SRR397148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397148/SRR397148_2.fastq.gz	
SRR396907	SAMN00771098	A02705	Colorectal tumour - Subject 0005-043	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02705	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396907/SRR396907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396907/SRR396907_2.fastq.gz	
SRR397150	SAMN00771125	A02732	Normal colon epithelium - Subject 0005-031	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02732	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397150/SRR397150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397150/SRR397150_2.fastq.gz	
SRR397152	SAMN00771127	A02734	Normal colon epithelium - Subject 0005-033	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02734	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397152/SRR397152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397152/SRR397152_2.fastq.gz	
SRR396908	SAMN00771099	A02706	Colorectal tumour - Subject 0005-044	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02706	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396908/SRR396908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396908/SRR396908_2.fastq.gz	
SRR397153	SAMN00771128	A02735	Normal colon epithelium - Subject 0005-034	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02735	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397153/SRR397153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397153/SRR397153_2.fastq.gz	
SRR396914	SAMN00771105	A02712	Colorectal tumour - Subject 0005-054	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02712	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396914/SRR396914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396914/SRR396914_2.fastq.gz	
