SRR397100	PAIRED	SRR397100_1.fastq.gz	SRR397100_2.fastq.gz
SRR397104	PAIRED	SRR397104_1.fastq.gz	SRR397104_2.fastq.gz
SRR397106	PAIRED	SRR397106_1.fastq.gz	SRR397106_2.fastq.gz
SRR397107	PAIRED	SRR397107_1.fastq.gz	SRR397107_2.fastq.gz
SRR397108	PAIRED	SRR397108_1.fastq.gz	SRR397108_2.fastq.gz
SRR397110	PAIRED	SRR397110_1.fastq.gz	SRR397110_2.fastq.gz
SRR397112	PAIRED	SRR397112_1.fastq.gz	SRR397112_2.fastq.gz
SRR397114	PAIRED	SRR397114_1.fastq.gz	SRR397114_2.fastq.gz
SRR397116	PAIRED	SRR397116_1.fastq.gz	SRR397116_2.fastq.gz
SRR397118	PAIRED	SRR397118_1.fastq.gz	SRR397118_2.fastq.gz
SRR397121	PAIRED	SRR397121_1.fastq.gz	SRR397121_2.fastq.gz
SRR397123	PAIRED	SRR397123_1.fastq.gz	SRR397123_2.fastq.gz
SRR397131	PAIRED	SRR397131_1.fastq.gz	SRR397131_2.fastq.gz
SRR397133	PAIRED	SRR397133_1.fastq.gz	SRR397133_2.fastq.gz
SRR397136	PAIRED	SRR397136_1.fastq.gz	SRR397136_2.fastq.gz
SRR397140	PAIRED	SRR397140_1.fastq.gz	SRR397140_2.fastq.gz
SRR397151	PAIRED	SRR397151_1.fastq.gz	SRR397151_2.fastq.gz
SRR397155	PAIRED	SRR397155_1.fastq.gz	SRR397155_2.fastq.gz
SRR397157	PAIRED	SRR397157_1.fastq.gz	SRR397157_2.fastq.gz
SRR397158	PAIRED	SRR397158_1.fastq.gz	SRR397158_2.fastq.gz
SRR397159	PAIRED	SRR397159_1.fastq.gz	SRR397159_2.fastq.gz
SRR397164	PAIRED	SRR397164_1.fastq.gz	SRR397164_2.fastq.gz
SRR397168	PAIRED	SRR397168_1.fastq.gz	SRR397168_2.fastq.gz
SRR397169	PAIRED	SRR397169_1.fastq.gz	SRR397169_2.fastq.gz
SRR397174	PAIRED	SRR397174_1.fastq.gz	SRR397174_2.fastq.gz
SRR397177	PAIRED	SRR397177_1.fastq.gz	SRR397177_2.fastq.gz
SRR397183	PAIRED	SRR397183_1.fastq.gz	SRR397183_2.fastq.gz
SRR397187	PAIRED	SRR397187_1.fastq.gz	SRR397187_2.fastq.gz
SRR397189	PAIRED	SRR397189_1.fastq.gz	SRR397189_2.fastq.gz
SRR397192	PAIRED	SRR397192_1.fastq.gz	SRR397192_2.fastq.gz
SRR397193	PAIRED	SRR397193_1.fastq.gz	SRR397193_2.fastq.gz
SRR397197	PAIRED	SRR397197_1.fastq.gz	SRR397197_2.fastq.gz
SRR397198	PAIRED	SRR397198_1.fastq.gz	SRR397198_2.fastq.gz
SRR397206	PAIRED	SRR397206_1.fastq.gz	SRR397206_2.fastq.gz
SRR397207	PAIRED	SRR397207_1.fastq.gz	SRR397207_2.fastq.gz
SRR397215	PAIRED	SRR397215_1.fastq.gz	SRR397215_2.fastq.gz
SRR397217	PAIRED	SRR397217_1.fastq.gz	SRR397217_2.fastq.gz
SRR397220	PAIRED	SRR397220_1.fastq.gz	SRR397220_2.fastq.gz
SRR397227	PAIRED	SRR397227_1.fastq.gz	SRR397227_2.fastq.gz
SRR397228	PAIRED	SRR397228_1.fastq.gz	SRR397228_2.fastq.gz
SRR397229	PAIRED	SRR397229_1.fastq.gz	SRR397229_2.fastq.gz
SRR397230	PAIRED	SRR397230_1.fastq.gz	SRR397230_2.fastq.gz
SRR397231	PAIRED	SRR397231_1.fastq.gz	SRR397231_2.fastq.gz
SRR397233	PAIRED	SRR397233_1.fastq.gz	SRR397233_2.fastq.gz
SRR397238	PAIRED	SRR397238_1.fastq.gz	SRR397238_2.fastq.gz
SRR397241	PAIRED	SRR397241_1.fastq.gz	SRR397241_2.fastq.gz
SRR397248	PAIRED	SRR397248_1.fastq.gz	SRR397248_2.fastq.gz
SRR397250	PAIRED	SRR397250_1.fastq.gz	SRR397250_2.fastq.gz
SRR397251	PAIRED	SRR397251_1.fastq.gz	SRR397251_2.fastq.gz
SRR397255	PAIRED	SRR397255_1.fastq.gz	SRR397255_2.fastq.gz
SRR397256	PAIRED	SRR397256_1.fastq.gz	SRR397256_2.fastq.gz
SRR397262	PAIRED	SRR397262_1.fastq.gz	SRR397262_2.fastq.gz
SRR397267	PAIRED	SRR397267_1.fastq.gz	SRR397267_2.fastq.gz
SRR397269	PAIRED	SRR397269_1.fastq.gz	SRR397269_2.fastq.gz
SRR397274	PAIRED	SRR397274_1.fastq.gz	SRR397274_2.fastq.gz
SRR397275	PAIRED	SRR397275_1.fastq.gz	SRR397275_2.fastq.gz
SRR397278	PAIRED	SRR397278_1.fastq.gz	SRR397278_2.fastq.gz
SRR397279	PAIRED	SRR397279_1.fastq.gz	SRR397279_2.fastq.gz
SRR397282	PAIRED	SRR397282_1.fastq.gz	SRR397282_2.fastq.gz
SRR397287	PAIRED	SRR397287_1.fastq.gz	SRR397287_2.fastq.gz
SRR397289	PAIRED	SRR397289_1.fastq.gz	SRR397289_2.fastq.gz
SRR397291	PAIRED	SRR397291_1.fastq.gz	SRR397291_2.fastq.gz
SRR397293	PAIRED	SRR397293_1.fastq.gz	SRR397293_2.fastq.gz
SRR397294	PAIRED	SRR397294_1.fastq.gz	SRR397294_2.fastq.gz
SRR397300	PAIRED	SRR397300_1.fastq.gz	SRR397300_2.fastq.gz
SRR397302	PAIRED	SRR397302_1.fastq.gz	SRR397302_2.fastq.gz
SRR397303	PAIRED	SRR397303_1.fastq.gz	SRR397303_2.fastq.gz
SRR397308	PAIRED	SRR397308_1.fastq.gz	SRR397308_2.fastq.gz
SRR397309	PAIRED	SRR397309_1.fastq.gz	SRR397309_2.fastq.gz
SRR397310	PAIRED	SRR397310_1.fastq.gz	SRR397310_2.fastq.gz
SRR397312	PAIRED	SRR397312_1.fastq.gz	SRR397312_2.fastq.gz
SRR397316	PAIRED	SRR397316_1.fastq.gz	SRR397316_2.fastq.gz
SRR397317	PAIRED	SRR397317_1.fastq.gz	SRR397317_2.fastq.gz
SRR397320	PAIRED	SRR397320_1.fastq.gz	SRR397320_2.fastq.gz
SRR397324	PAIRED	SRR397324_1.fastq.gz	SRR397324_2.fastq.gz
SRR397326	PAIRED	SRR397326_1.fastq.gz	SRR397326_2.fastq.gz
SRR397330	PAIRED	SRR397330_1.fastq.gz	SRR397330_2.fastq.gz
SRR397333	PAIRED	SRR397333_1.fastq.gz	SRR397333_2.fastq.gz
SRR397334	PAIRED	SRR397334_1.fastq.gz	SRR397334_2.fastq.gz
SRR397336	PAIRED	SRR397336_1.fastq.gz	SRR397336_2.fastq.gz
SRR397337	PAIRED	SRR397337_1.fastq.gz	SRR397337_2.fastq.gz
SRR397344	PAIRED	SRR397344_1.fastq.gz	SRR397344_2.fastq.gz
SRR397346	PAIRED	SRR397346_1.fastq.gz	SRR397346_2.fastq.gz
SRR397347	PAIRED	SRR397347_1.fastq.gz	SRR397347_2.fastq.gz
SRR397348	PAIRED	SRR397348_1.fastq.gz	SRR397348_2.fastq.gz
SRR397349	PAIRED	SRR397349_1.fastq.gz	SRR397349_2.fastq.gz
SRR397350	PAIRED	SRR397350_1.fastq.gz	SRR397350_2.fastq.gz
SRR397353	PAIRED	SRR397353_1.fastq.gz	SRR397353_2.fastq.gz
SRR397356	PAIRED	SRR397356_1.fastq.gz	SRR397356_2.fastq.gz
SRR397358	PAIRED	SRR397358_1.fastq.gz	SRR397358_2.fastq.gz
SRR397362	PAIRED	SRR397362_1.fastq.gz	SRR397362_2.fastq.gz
SRR397365	PAIRED	SRR397365_1.fastq.gz	SRR397365_2.fastq.gz
SRR397369	PAIRED	SRR397369_1.fastq.gz	SRR397369_2.fastq.gz
SRR397370	PAIRED	SRR397370_1.fastq.gz	SRR397370_2.fastq.gz
SRR397379	PAIRED	SRR397379_1.fastq.gz	SRR397379_2.fastq.gz
SRR397381	PAIRED	SRR397381_1.fastq.gz	SRR397381_2.fastq.gz
SRR397383	PAIRED	SRR397383_1.fastq.gz	SRR397383_2.fastq.gz
SRR397385	PAIRED	SRR397385_1.fastq.gz	SRR397385_2.fastq.gz
SRR397389	PAIRED	SRR397389_1.fastq.gz	SRR397389_2.fastq.gz
SRR397392	PAIRED	SRR397392_1.fastq.gz	SRR397392_2.fastq.gz
SRR397394	PAIRED	SRR397394_1.fastq.gz	SRR397394_2.fastq.gz
SRR397397	PAIRED	SRR397397_1.fastq.gz	SRR397397_2.fastq.gz
SRR397406	PAIRED	SRR397406_1.fastq.gz	SRR397406_2.fastq.gz
SRR397411	PAIRED	SRR397411_1.fastq.gz	SRR397411_2.fastq.gz
SRR397414	PAIRED	SRR397414_1.fastq.gz	SRR397414_2.fastq.gz
SRR396890	PAIRED	SRR396890_1.fastq.gz	SRR396890_2.fastq.gz
SRR396894	PAIRED	SRR396894_1.fastq.gz	SRR396894_2.fastq.gz
SRR396897	PAIRED	SRR396897_1.fastq.gz	SRR396897_2.fastq.gz
SRR396898	PAIRED	SRR396898_1.fastq.gz	SRR396898_2.fastq.gz
SRR396900	PAIRED	SRR396900_1.fastq.gz	SRR396900_2.fastq.gz
SRR396905	PAIRED	SRR396905_1.fastq.gz	SRR396905_2.fastq.gz
SRR396906	PAIRED	SRR396906_1.fastq.gz	SRR396906_2.fastq.gz
SRR396909	PAIRED	SRR396909_1.fastq.gz	SRR396909_2.fastq.gz
SRR396912	PAIRED	SRR396912_1.fastq.gz	SRR396912_2.fastq.gz
SRR396913	PAIRED	SRR396913_1.fastq.gz	SRR396913_2.fastq.gz
SRR396915	PAIRED	SRR396915_1.fastq.gz	SRR396915_2.fastq.gz
SRR396918	PAIRED	SRR396918_1.fastq.gz	SRR396918_2.fastq.gz
SRR396920	PAIRED	SRR396920_1.fastq.gz	SRR396920_2.fastq.gz
SRR396924	PAIRED	SRR396924_1.fastq.gz	SRR396924_2.fastq.gz
SRR396928	PAIRED	SRR396928_1.fastq.gz	SRR396928_2.fastq.gz
SRR396935	PAIRED	SRR396935_1.fastq.gz	SRR396935_2.fastq.gz
SRR396937	PAIRED	SRR396937_1.fastq.gz	SRR396937_2.fastq.gz
SRR396940	PAIRED	SRR396940_1.fastq.gz	SRR396940_2.fastq.gz
SRR396943	PAIRED	SRR396943_1.fastq.gz	SRR396943_2.fastq.gz
SRR396948	PAIRED	SRR396948_1.fastq.gz	SRR396948_2.fastq.gz
SRR396951	PAIRED	SRR396951_1.fastq.gz	SRR396951_2.fastq.gz
SRR396952	PAIRED	SRR396952_1.fastq.gz	SRR396952_2.fastq.gz
SRR396953	PAIRED	SRR396953_1.fastq.gz	SRR396953_2.fastq.gz
SRR396954	PAIRED	SRR396954_1.fastq.gz	SRR396954_2.fastq.gz
SRR396963	PAIRED	SRR396963_1.fastq.gz	SRR396963_2.fastq.gz
SRR396968	PAIRED	SRR396968_1.fastq.gz	SRR396968_2.fastq.gz
SRR396970	PAIRED	SRR396970_1.fastq.gz	SRR396970_2.fastq.gz
SRR396984	PAIRED	SRR396984_1.fastq.gz	SRR396984_2.fastq.gz
SRR396986	PAIRED	SRR396986_1.fastq.gz	SRR396986_2.fastq.gz
SRR396995	PAIRED	SRR396995_1.fastq.gz	SRR396995_2.fastq.gz
SRR396996	PAIRED	SRR396996_1.fastq.gz	SRR396996_2.fastq.gz
SRR397002	PAIRED	SRR397002_1.fastq.gz	SRR397002_2.fastq.gz
SRR397010	PAIRED	SRR397010_1.fastq.gz	SRR397010_2.fastq.gz
SRR397011	PAIRED	SRR397011_1.fastq.gz	SRR397011_2.fastq.gz
