run_accession	fastq_ftp	fastq_md5	library_layout
SRR397164	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397164/SRR397164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397164/SRR397164_2.fastq.gz	4fc56826a4dafdae1b2d11b25c7d8c87;4f938c903e476e85df3eb1e68c7f6b9e	PAIRED
SRR397168	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397168/SRR397168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397168/SRR397168_2.fastq.gz	f7ceece008b1efd44afe0eb26e9ba965;55061c904b23d4e1cead1d724965e3ea	PAIRED
SRR397169	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397169/SRR397169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397169/SRR397169_2.fastq.gz	ed458efba1b2084deb27982070cf8a08;46b543241803b7a7d84dcb9f21f93a8c	PAIRED
SRR397174	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397174/SRR397174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397174/SRR397174_2.fastq.gz	57164ab73be0e0c625f360cc2793c769;8b85fd2ff00ac327efb10f8c2aa71ed9	PAIRED
SRR397177	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397177/SRR397177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397177/SRR397177_2.fastq.gz	6f6ae623ca47f5e8d90ea3533cc7e7af;23fb087ad18709856726b8486b926619	PAIRED
SRR397183	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397183/SRR397183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397183/SRR397183_2.fastq.gz	6dda53fb7e3e3f2034d79be525cf7927;59aadcf763380434225b52e29f5245af	PAIRED
SRR397187	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397187/SRR397187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397187/SRR397187_2.fastq.gz	d2a455b648fbec701512400510dd9075;2eb95dfa1c14930cdedc09c6780db091	PAIRED
SRR397189	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397189/SRR397189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397189/SRR397189_2.fastq.gz	721665c880bd3289f474456133c4489e;2d82b694372885ea60b2a6f4a419749f	PAIRED
SRR397192	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397192/SRR397192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397192/SRR397192_2.fastq.gz	df84bb8f56c75b3d77bece558db1b2ed;c6d7141250cc53142a4053f82e8e1f81	PAIRED
SRR397193	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397193/SRR397193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397193/SRR397193_2.fastq.gz	76e3a903709e9261f342ba795fbaa5b6;f1172d73107e4834c5604dafcd3e738e	PAIRED
SRR397197	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397197/SRR397197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397197/SRR397197_2.fastq.gz	7db65d0070990105c3e57105d9099977;0ce2cad998ca884e632c5e5674806463	PAIRED
SRR397198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397198/SRR397198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397198/SRR397198_2.fastq.gz	53e8d29bfeecc4aa424320437f838c85;9a6ac3f17320a99cd0cffaa3ed7d128b	PAIRED
SRR397206	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397206/SRR397206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397206/SRR397206_2.fastq.gz	565a9773f2085646f0fdae43e2d3120f;93d9b3f25c304cfafabbd079e671938b	PAIRED
SRR397207	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397207/SRR397207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397207/SRR397207_2.fastq.gz	72bb99d8e6a0429b9153f83cac2bb053;10b7c63d0f3dfb3f7ab96142dd81ccee	PAIRED
SRR397215	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397215/SRR397215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397215/SRR397215_2.fastq.gz	4ae1b97c67ac6948f4c0cc5d2e43a3a0;c26a43d5e0c6446390e0d14a757b2f68	PAIRED
SRR397217	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397217/SRR397217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397217/SRR397217_2.fastq.gz	436a9066f06f3a73449893480a9c57eb;168469f6c6fcccd3e63dc34207d61d3f	PAIRED
SRR397220	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397220/SRR397220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397220/SRR397220_2.fastq.gz	bf8b5f3c3089d0aad6de505f6feed5bd;9dcaffe394a035e05f461926ddaa44f4	PAIRED
SRR397227	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397227/SRR397227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397227/SRR397227_2.fastq.gz	b7122fe85679e0b68e02fcc275c8a459;525f41274635e35ab3042b5dfac7d357	PAIRED
SRR397228	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397228/SRR397228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397228/SRR397228_2.fastq.gz	fc38e2972f47d8251e6e18b41941dda0;59ff3e62d84af4e50e6c976a5b386542	PAIRED
SRR397229	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397229/SRR397229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397229/SRR397229_2.fastq.gz	1f144af217645fbb8b17f5d12f4fa792;7f89b1a4faad2fd6770d85cad4470480	PAIRED
SRR397230	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397230/SRR397230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397230/SRR397230_2.fastq.gz	14006c789731690e8bc79224d844b2c5;1100544ff2dd1f21c63500932006d3aa	PAIRED
SRR397231	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397231/SRR397231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397231/SRR397231_2.fastq.gz	d1313095831e2ac3076a505c51ca9e64;9a0a5814ce39c935b4c16fe4ba90182f	PAIRED
SRR397233	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397233/SRR397233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397233/SRR397233_2.fastq.gz	49594000be4cabca38d4dc1a014241db;7c68e93de9adcfa41ab3c37b1f0d4844	PAIRED
SRR397238	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397238/SRR397238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397238/SRR397238_2.fastq.gz	199ba7ed3da79dc78e7e7f1bceb56dea;0034db8b904dbb5c338719095e38cf1f	PAIRED
SRR397241	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397241/SRR397241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397241/SRR397241_2.fastq.gz	2261c6276dc7b9a05a875ee768ccdd44;31b4bede7f419dde518f5453ee453bd5	PAIRED
SRR397248	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397248/SRR397248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397248/SRR397248_2.fastq.gz	8170925dad6ed5539cb75862b4283a1b;352ab5ba9dbf160753dd302530f46266	PAIRED
SRR397250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397250/SRR397250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397250/SRR397250_2.fastq.gz	22542ed427af2f0cfb35cf69d213e99a;0cd0b2414482f4f3960426fe0f83ccd0	PAIRED
SRR397251	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397251/SRR397251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397251/SRR397251_2.fastq.gz	612836413669ad26ede11afda2044eab;73162b373153e31c3e120be0e9edd933	PAIRED
SRR397255	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397255/SRR397255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397255/SRR397255_2.fastq.gz	03e2ec6fa9183c1b0630b907ccb4e2c0;a02ba3d27e1d9fc481264163d6b52972	PAIRED
SRR397256	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397256/SRR397256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397256/SRR397256_2.fastq.gz	10ed78e8cf5c12fa47f0acb574a31c36;3df9e8a3c249ca120e5a5540555410e3	PAIRED
SRR397262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397262/SRR397262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397262/SRR397262_2.fastq.gz	a6ac3d62a26cc9f6f82a136bade3e552;75328f07ae782f25de36503d5e6ef0ef	PAIRED
SRR397267	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397267/SRR397267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397267/SRR397267_2.fastq.gz	232162763a1e238de57ee2ba82d5a4fd;2153adae54c382078ec4adfe8c9168ca	PAIRED
SRR397269	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397269/SRR397269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397269/SRR397269_2.fastq.gz	72ec0d8a06ff152a3890da92f74a2711;b6c3d83e5ad4af43fc545b08f031e130	PAIRED
SRR397274	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397274/SRR397274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397274/SRR397274_2.fastq.gz	5efccb921ab7a02813024352c8a6a34e;ff72fc2c60a66793d80962eb03204d4a	PAIRED
SRR397275	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397275/SRR397275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397275/SRR397275_2.fastq.gz	81da7d713fe6cd5940099c3b338da414;008b765e1ab7c95de5f8e7395bd39bdb	PAIRED
SRR397278	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397278/SRR397278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397278/SRR397278_2.fastq.gz	19029dbf70c20cab256de23658c5aa89;6bb34769af42470039834cd63fb0059b	PAIRED
SRR397279	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397279/SRR397279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397279/SRR397279_2.fastq.gz	ba6b7694a6bd119936752ecc2fce38fb;f85eed14671185b63b9d67bacd7dc685	PAIRED
SRR397282	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397282/SRR397282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397282/SRR397282_2.fastq.gz	f31b75eae32577d0bbbee0415528445e;a1f8dab4cc9cf310fdd2bdeef4f08893	PAIRED
SRR397287	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397287/SRR397287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397287/SRR397287_2.fastq.gz	fd97dbc86c6a7d3bd6a3cbf100aefa57;a7067a5bc4c992b015170d8df3eec717	PAIRED
SRR397289	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397289/SRR397289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397289/SRR397289_2.fastq.gz	3f2b7150b479ca05c175eb5ccef9b7b2;9ee37a7aae18786cf2b87688cfceb059	PAIRED
SRR397291	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397291/SRR397291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397291/SRR397291_2.fastq.gz	dff623f3df347c7d51266219e5eaea70;8f9db22de8a1208458fe6261b0d2f544	PAIRED
SRR397293	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397293/SRR397293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397293/SRR397293_2.fastq.gz	0a594cd96525ce1507d70505e87a1fe8;f5ab7bd5ea2c2e5fb9e2cc62a746923b	PAIRED
SRR397294	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397294/SRR397294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397294/SRR397294_2.fastq.gz	32ec52ecdf120ba5f0dfb1cf9ec68add;2a1a34836e4ab6ec7cc21a70cf12585e	PAIRED
SRR397300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397300/SRR397300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397300/SRR397300_2.fastq.gz	c365a45ca418fa83428bc7d3e45514f3;a2f4d233386aad9e55cfd81f00c99119	PAIRED
SRR397302	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397302/SRR397302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397302/SRR397302_2.fastq.gz	c91b9e2f912bde034a1f885393fc4b1b;0d8d37876f984be31f48a7d793c7d019	PAIRED
SRR397303	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397303/SRR397303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397303/SRR397303_2.fastq.gz	31181a51f0ba22e66eda23ea1a3f6659;2f63e890a8c6a40071d0587482da5603	PAIRED
SRR397308	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397308/SRR397308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397308/SRR397308_2.fastq.gz	39e21305ddf260d090fb6e8d24a10508;6e4752503e1886f4a577f6d38d116c52	PAIRED
SRR397309	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397309/SRR397309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397309/SRR397309_2.fastq.gz	74f3ac3ddfbccbdfb909a8ebe732f864;a32c2324b4866337254f9cb57821ce6f	PAIRED
SRR397310	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397310/SRR397310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397310/SRR397310_2.fastq.gz	863c29b727531774081261d8e58fc06c;06841b449d847b26dcd6f0353975e792	PAIRED
SRR397312	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397312/SRR397312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397312/SRR397312_2.fastq.gz	2b7f2229192fd5f2d497a64b73e71d98;1445765817b19bc2abf02b16681d17aa	PAIRED
SRR397316	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397316/SRR397316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397316/SRR397316_2.fastq.gz	0bceba860ed0a7475a90da6e0693dc3a;f620d39b139dbc97f70636a294a1de35	PAIRED
SRR397317	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397317/SRR397317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397317/SRR397317_2.fastq.gz	0487fbfaf234b9f9b6ac3142b9ff98c7;dc85b637637cd16716589fb446e7d869	PAIRED
SRR397320	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397320/SRR397320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397320/SRR397320_2.fastq.gz	ed36546aacd6222480e8ea0cb13c1445;aa3c9aef657cb69edff39e8f1a33f810	PAIRED
SRR397324	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397324/SRR397324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397324/SRR397324_2.fastq.gz	d1a9f68e18c3fbc608e80e3aaf6eef06;acc647c7d1972e70e628ca4c5ab866da	PAIRED
SRR397326	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397326/SRR397326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397326/SRR397326_2.fastq.gz	ad6af9ad73e1cf6b592fa0cfff97e4b4;8479a5c69147ff1a6e09ae4aa8cb24fb	PAIRED
SRR397330	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397330/SRR397330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397330/SRR397330_2.fastq.gz	4423bfbc110c9f9f507e5a0fef22c5f1;0dbdbb6d8067f1ed887c2e2df4726ddf	PAIRED
SRR397333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397333/SRR397333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397333/SRR397333_2.fastq.gz	cf7d7565632ff98e68a3c0c5984f1e23;8083d7b4d722e4e944cd981852c8a8c9	PAIRED
SRR397334	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397334/SRR397334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397334/SRR397334_2.fastq.gz	0f9db2f8155d405b5e0c038e04818bb0;f9947655114c32ac5eabc8f5f79d5ec0	PAIRED
SRR397336	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397336/SRR397336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397336/SRR397336_2.fastq.gz	6f5bc86221283e16576b9db11929fd77;9bf37b392593d5238b2619039f5d2466	PAIRED
SRR397337	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397337/SRR397337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397337/SRR397337_2.fastq.gz	7b1f41584c7fc4b22f7806980a40e80a;44a8bb63d2a5bd57b3463644a84c871c	PAIRED
SRR397344	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397344/SRR397344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397344/SRR397344_2.fastq.gz	200dd9aee19473500ad2fd9ace492f0e;b378978bf69d0c9b3e9646307d75a565	PAIRED
SRR397346	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397346/SRR397346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397346/SRR397346_2.fastq.gz	d9f1f49d373889cb1c46060d3d2b71e6;709ce93201f3ef69e74ef10b221c3d6f	PAIRED
SRR397347	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397347/SRR397347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397347/SRR397347_2.fastq.gz	045d1a4959cc6c1b57b2cf379a338347;73ac0a0181815a3cd9a2ec70f282c818	PAIRED
SRR397348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397348/SRR397348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397348/SRR397348_2.fastq.gz	8bb86410a98125556d229d83af795398;a131a4b9d856dd4a03680ac544288a19	PAIRED
SRR397349	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397349/SRR397349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397349/SRR397349_2.fastq.gz	55395bc1f511a1b87496786ebaa1c65d;03c098df98fa1872e25ab17e22f9fd81	PAIRED
SRR397350	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397350/SRR397350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397350/SRR397350_2.fastq.gz	da1593118409b1decbe17a91879fbc3e;3fda5138b048d9689e0159e0ffb94541	PAIRED
SRR397353	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397353/SRR397353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397353/SRR397353_2.fastq.gz	7fbace30e660621b19d22605fecb3033;e1dbd3250382cb5c7e1d96ca319bf397	PAIRED
SRR397356	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397356/SRR397356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397356/SRR397356_2.fastq.gz	1cda9fe63cf830990b8fabc1f23df449;ee692a7922965d225ed8224f4e9c18cf	PAIRED
SRR397358	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397358/SRR397358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397358/SRR397358_2.fastq.gz	fc1feadbe72c59849d488311f1752777;f46d5025c3caa10d49abc7c75a4b48e1	PAIRED
SRR397362	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397362/SRR397362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397362/SRR397362_2.fastq.gz	046a3d5bdebee74d11e3d60391cafd10;5dc387477e9250060eb21484de0b62fc	PAIRED
SRR397365	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397365/SRR397365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397365/SRR397365_2.fastq.gz	48e6c187b8cfce49798bb8258da3173b;51fd22e192c86b985b714e00f18fff6d	PAIRED
SRR397369	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397369/SRR397369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397369/SRR397369_2.fastq.gz	4c71c2329fb205cc454d00b89e9a9e1d;c9bcd3623288a9181c0ffa40e228c503	PAIRED
SRR397370	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397370/SRR397370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397370/SRR397370_2.fastq.gz	2fa8e2ea481e7c42370660dbf7169521;5b46c8b91d4be06b05e9f6cec5a767d6	PAIRED
SRR397379	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397379/SRR397379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397379/SRR397379_2.fastq.gz	8a204281e2a8a1d5c557d2003aacb6a1;9eb5b538a91c2f6215b2619228ea735e	PAIRED
SRR397381	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397381/SRR397381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397381/SRR397381_2.fastq.gz	3fc05b73d1bb736e57f1c93e08629902;2fa48b1fc2358eb59aa7525cc98925bd	PAIRED
SRR397383	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397383/SRR397383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397383/SRR397383_2.fastq.gz	7605c87f11a1b333d738a70d8ac5b01b;c9bbd0920102b2eff73b8be8a704e158	PAIRED
SRR397385	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397385/SRR397385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397385/SRR397385_2.fastq.gz	78c1f3d2c6f23e56b51368522cf5522b;65aae75b0e652d5fb8179a8408517b55	PAIRED
SRR397389	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397389/SRR397389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397389/SRR397389_2.fastq.gz	79a6f2dd305b72d52a2e301274fbfaa1;ca2bb07c93c47cc6a5435858a99f2145	PAIRED
SRR397392	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397392/SRR397392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397392/SRR397392_2.fastq.gz	cfb13315fad0ac15e3455740b3e60cc1;6eb2faa18328e2ae23d19ced4d5ed031	PAIRED
SRR397394	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397394/SRR397394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397394/SRR397394_2.fastq.gz	5d5cf22d88029ca57d7c33b77f44ddba;044a4484698e8d4034050e47fc6049d0	PAIRED
SRR397397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397397/SRR397397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397397/SRR397397_2.fastq.gz	8d0b4f280e3a45fd81d0672f34e73b95;92228c414dea5fdca0536ad9605f2f18	PAIRED
SRR397406	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397406/SRR397406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397406/SRR397406_2.fastq.gz	1bef9dd912017e2e2cb969741cb2bb56;640a6f0ad22878f79d3f0bcf7b06cfea	PAIRED
SRR397411	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397411/SRR397411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397411/SRR397411_2.fastq.gz	3b17184ca6f56f8cb3c0dc742f6eb086;20135e0149133c8b01113371db30d554	PAIRED
SRR397414	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397414/SRR397414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397414/SRR397414_2.fastq.gz	cca22c31b7624ea52b8919e68a522fe8;70f49b3b943e1665eed75388c2b459cc	PAIRED
SRR396890	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396890/SRR396890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396890/SRR396890_2.fastq.gz	95cd4d70bab40154d44e0fdf79cf225c;c73c60d5ebae1faaecc627e9c2f72284	PAIRED
SRR396894	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396894/SRR396894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396894/SRR396894_2.fastq.gz	b9ef6e5019d491aaca223a7ddf9bb22f;a3ea4b4b33743a5d5601752734e4fcd3	PAIRED
SRR396897	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396897/SRR396897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396897/SRR396897_2.fastq.gz	525d7fdf141d2bc7f4793e5fbb31acd9;360373d36605cbb61f03bed2f936c85b	PAIRED
SRR396898	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396898/SRR396898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396898/SRR396898_2.fastq.gz	874dd84d73d036eb679f026cc8f21fd4;ebe7d4de804e53727885f3af2cc767f3	PAIRED
