run_accession	fastq_ftp	fastq_md5	library_layout
SRR396900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396900/SRR396900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396900/SRR396900_2.fastq.gz	39fb50e3bcef1b72ce1764b16c69d744;7992bd50b38ebb0d3a5449c50ced586e	PAIRED
SRR396905	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396905/SRR396905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396905/SRR396905_2.fastq.gz	a577447d9009541164c71967db7c273b;391df816e3c60bbc21c2d0c12c213527	PAIRED
SRR396906	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396906/SRR396906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396906/SRR396906_2.fastq.gz	65d01cde5bc19486eb1dbadc329d3648;3de3861692a9e721e1e036fcd46b3bfa	PAIRED
SRR396909	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396909/SRR396909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396909/SRR396909_2.fastq.gz	379e5be833b7302e12e2dfa71e4324bd;68b1fe4e77b10c073f996234926f4d65	PAIRED
SRR396912	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396912/SRR396912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396912/SRR396912_2.fastq.gz	1850bb1b8f10cecbf4fc6f4de2538c34;6573d8538e3598c9ee808632d4389a33	PAIRED
SRR396913	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396913/SRR396913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396913/SRR396913_2.fastq.gz	e17b164e2e279e9e3700f7a6e336b93c;b8ab3c153fe87eb4da4fe8c17441acb9	PAIRED
SRR396915	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396915/SRR396915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396915/SRR396915_2.fastq.gz	f1459f31ba607484d54ba9ce84b54e67;79d7c26b8976ffaf722c6dff50fdb3df	PAIRED
SRR396918	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396918/SRR396918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396918/SRR396918_2.fastq.gz	ddf81bdc40bd9608ee1a3eec1609a68b;3a81b7177e361effd19f3ec029b3acc6	PAIRED
SRR396920	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396920/SRR396920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396920/SRR396920_2.fastq.gz	4807898cd1452c6b2f7f15f9eac2cb3d;32d42faad579e209f216db1dbec85ef4	PAIRED
SRR396924	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396924/SRR396924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396924/SRR396924_2.fastq.gz	9da468e94b890c670b54d0500383fd16;a4480fe83bb50e5c0d6e3388ea4a7215	PAIRED
SRR396928	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396928/SRR396928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396928/SRR396928_2.fastq.gz	7257d44d2c004cb6cf84b5afde1473d0;ab261bd51db29b19153572bb3e68f22b	PAIRED
SRR396935	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396935/SRR396935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396935/SRR396935_2.fastq.gz	ccd7a416586918238788018196f2b1df;00a359e1811751044ceb969780d5f8f6	PAIRED
SRR396937	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396937/SRR396937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396937/SRR396937_2.fastq.gz	13677008cae989498dbd1501117d92bf;1c1a2e2017cfe3bfd638a62b298b8b58	PAIRED
SRR396940	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396940/SRR396940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396940/SRR396940_2.fastq.gz	49b842104f326c34d34cf613cb55195f;b6130e107419b0ebc32b6794de9b8c16	PAIRED
SRR396943	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396943/SRR396943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396943/SRR396943_2.fastq.gz	d0b53f60a348b582cae649f9804aff79;621c6cb33c266bc81ac861165a6e8360	PAIRED
SRR396948	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396948/SRR396948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396948/SRR396948_2.fastq.gz	c826dc27e71f037cc640677e40eb0366;094864d55c4f322cc0372fabc9d45d36	PAIRED
SRR396951	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396951/SRR396951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396951/SRR396951_2.fastq.gz	f44d83d7ba0ea050d2739be2faab54a3;30d283f2a9b9df2a542c7960d4347a2e	PAIRED
SRR396952	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396952/SRR396952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396952/SRR396952_2.fastq.gz	17d27ffb43a920042512afe2a37e1c96;71049fc1b80ad1e44184c45394121dad	PAIRED
SRR396953	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396953/SRR396953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396953/SRR396953_2.fastq.gz	95ea1e0f25d686acddc5cf47eee54095;b5f97ee51c1f0d17a275c926c44da08c	PAIRED
SRR396954	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396954/SRR396954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396954/SRR396954_2.fastq.gz	4978aa6b7f302d78aace8b4d3cfe337b;95027649ce2a28089b8fa3a0407d54d1	PAIRED
SRR396963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396963/SRR396963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396963/SRR396963_2.fastq.gz	de816bf5e31d39e28f15497b8c5bf250;eb225d2c50c22e6a3412b3b56a45a4b7	PAIRED
SRR396968	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396968/SRR396968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396968/SRR396968_2.fastq.gz	c689b789e791690fcbcaaf4cda492cdc;d69a017abca5df503b4a45a5639a3822	PAIRED
SRR396970	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396970/SRR396970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396970/SRR396970_2.fastq.gz	1f3e37a61773ead0a77ce34fc5c80988;94e60f3a11171a0ee77e446c45bd3fbc	PAIRED
SRR396984	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396984/SRR396984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396984/SRR396984_2.fastq.gz	87341c33cdb1de41d45a854ed609c963;ed0f821dedecdf1c82479492481a9b51	PAIRED
SRR396986	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396986/SRR396986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396986/SRR396986_2.fastq.gz	0d98c2db2174bed0c7babe0741e0ed65;d4511e6ba7f6dda3fc1635db54717eea	PAIRED
SRR396995	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396995/SRR396995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396995/SRR396995_2.fastq.gz	ab0fc68a0a7a2e20f03afed8d5021154;5a8ee7787e76f5d6b04f52f7f9964f1e	PAIRED
SRR396996	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396996/SRR396996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396996/SRR396996_2.fastq.gz	4a511339fe603794fa45d098cdd2b056;2709d78b7a1564a277a1e08e38b3e0aa	PAIRED
SRR397002	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397002/SRR397002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397002/SRR397002_2.fastq.gz	f82d1d8f75f8993f335d569ad38ce6ac;8a24d03c6a34fa40bea76d4589633311	PAIRED
SRR397010	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397010/SRR397010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397010/SRR397010_2.fastq.gz	bbc6868361858e92cb2cd2316dbc9fad;4a9cb2a12d8b12adf31e046a543e4508	PAIRED
SRR397011	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397011/SRR397011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397011/SRR397011_2.fastq.gz	c93ed154ed63c64cf0208510a9fda34d;43c32a703b30b86f1c0872cd3e1c791e	PAIRED
SRR397013	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397013/SRR397013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397013/SRR397013_2.fastq.gz	8383dccc229b069576f8baaf4abad580;ecd4578fe69460e8ca498b0a9c1599a0	PAIRED
SRR397016	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397016/SRR397016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397016/SRR397016_2.fastq.gz	e53828d28aadafa3b03dff71e3838412;75df3438d4d28827fe48fe1a38747c2e	PAIRED
SRR397017	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397017/SRR397017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397017/SRR397017_2.fastq.gz	ed2d09c015f7f40b144c66db35c1a228;920301fbebf84b90eeacefff62458e32	PAIRED
SRR397022	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397022/SRR397022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397022/SRR397022_2.fastq.gz	c72dbde6ed11c09d65e1b905cce732d2;8f6451adc7beedcd16f5ef6d3ee9cb0a	PAIRED
SRR397024	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397024/SRR397024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397024/SRR397024_2.fastq.gz	a199d0ae5fba88894e1c6949011a18b7;9cb917d73d835fef116f6466efcf3be1	PAIRED
SRR397027	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397027/SRR397027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397027/SRR397027_2.fastq.gz	01b6785d9df02ee16605841536a34c55;4fe5a7d664419bcd87c7251e42ff2ed5	PAIRED
SRR397029	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397029/SRR397029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397029/SRR397029_2.fastq.gz	bf46fcaecaba74a0c238ebc941b600dd;69c671fcc0e08d137e4fcd12b5cb0e21	PAIRED
SRR397039	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397039/SRR397039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397039/SRR397039_2.fastq.gz	4f3306ed673481f18a68f17871ce7b39;603561cc16011653566b8fc68d419005	PAIRED
SRR397042	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397042/SRR397042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397042/SRR397042_2.fastq.gz	b1a88646cf8d77ff25ea50a69bab71bf;132cf20ab7da4186ed4857e6aeec3cc5	PAIRED
SRR397047	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397047/SRR397047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397047/SRR397047_2.fastq.gz	9af78b365eee17bbd2b23e6e81494ea9;1be34363e8b191d2130b64dc99c834b2	PAIRED
SRR397057	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397057/SRR397057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397057/SRR397057_2.fastq.gz	a485475067d65d34d29931f22fb82b81;e21193971bae084420e567561901efd0	PAIRED
SRR397058	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397058/SRR397058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397058/SRR397058_2.fastq.gz	fdc28e31b80a5b9a811638c6af21172f;610889c7b582e5470e845ee8b63b8aa8	PAIRED
SRR397062	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397062/SRR397062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397062/SRR397062_2.fastq.gz	2e74ddfcf2c6ed00c195e4d04c652163;629e4f4154dad6de29b179c213f7689b	PAIRED
SRR397063	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397063/SRR397063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397063/SRR397063_2.fastq.gz	a0444886932dc4c278b1193a814d70ef;fba9775a8fa306891a87a02991c867e9	PAIRED
SRR397066	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397066/SRR397066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397066/SRR397066_2.fastq.gz	7dc9d001f0db044a9cdee63ef64c7843;cf5c63234ac5c55ef3521d3d715931f3	PAIRED
SRR397067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397067/SRR397067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397067/SRR397067_2.fastq.gz	36b9ce726d549ff54d2f4ad3cc8cfe29;0f6426b0bbcaf0c5c94877d392f2f3bd	PAIRED
SRR397070	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397070/SRR397070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397070/SRR397070_2.fastq.gz	8f70183e93fa0c1d7abcdc263b5ab1a5;c5ab25fffa4177a3cb21722368b39864	PAIRED
SRR397074	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397074/SRR397074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397074/SRR397074_2.fastq.gz	1eba92310fd2fa33770ae0702c43062a;27dcab3fa99e39fd4c099190fac2895c	PAIRED
SRR397076	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397076/SRR397076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397076/SRR397076_2.fastq.gz	3d26f45401f0b50c38ab98b9b0410847;ea256878eff78c718eaf62b0944abd9c	PAIRED
SRR397078	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397078/SRR397078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397078/SRR397078_2.fastq.gz	3f62bc14a2b328b349ab7544313c7104;ca34e70e3eaeaafe9b0d161b748d8a3e	PAIRED
SRR397079	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397079/SRR397079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397079/SRR397079_2.fastq.gz	010c53ba8c3dce05ddeeea4d04a48c1b;898ce6d615f776fd7c772db20f2685fd	PAIRED
SRR397084	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397084/SRR397084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397084/SRR397084_2.fastq.gz	41e1b0d7c335678ba856a585d371f004;d84e2214b2acad94ee1856d416a6848e	PAIRED
SRR397086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397086/SRR397086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397086/SRR397086_2.fastq.gz	d1116845b29e15eb03a5db2e9dde3217;6676c92231836932161be51cb3255d33	PAIRED
SRR397089	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397089/SRR397089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397089/SRR397089_2.fastq.gz	850c76d004906192f90849a847c91f6c;a3af69752a31533224ca5b06a2caa2c4	PAIRED
SRR397092	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397092/SRR397092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397092/SRR397092_2.fastq.gz	b8f5ed29fa0d6ca1eda9d021248ab1cb;49e3e12c6df8b74fad1a770a6e8aa4a0	PAIRED
SRR397095	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397095/SRR397095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397095/SRR397095_2.fastq.gz	39f29e24dbf1f2fc93177d6c85c60ea3;bf68919f17f338745355cdaef2a264c8	PAIRED
SRR397096	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397096/SRR397096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397096/SRR397096_2.fastq.gz	8678e2ba19c506c9bcf7f5c2f608a7a9;cd711d32ae5274f5aea8b4dd9743f0b5	PAIRED
SRR397101	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397101/SRR397101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397101/SRR397101_2.fastq.gz	b4c5d052ff031af5a4db0b4c5cd0f141;06afe718b56fae232fdbe960ab6826af	PAIRED
SRR397103	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397103/SRR397103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397103/SRR397103_2.fastq.gz	e91935af7d2040df5cd711ae0aa5436c;08bd4c814321c0799b5c3e3e5d2907aa	PAIRED
SRR397105	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397105/SRR397105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397105/SRR397105_2.fastq.gz	9a7fbf59a8259c660e59fe8ebf2e7e87;5bfaa26ffdbd4f09899c988a024caacb	PAIRED
SRR397113	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397113/SRR397113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397113/SRR397113_2.fastq.gz	7065d2b230fa8855bfc54e8f2639e949;3b6ead4b8d65005fafa57084922c293b	PAIRED
SRR397115	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397115/SRR397115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397115/SRR397115_2.fastq.gz	08f8e4c6fb0213ec45c76bb2b826463f;a6926d0caaf2e631b9571a2143f96130	PAIRED
SRR397119	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397119/SRR397119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397119/SRR397119_2.fastq.gz	308fc49f123638c8ecc79d125b8f1017;8adb76315df3c966510cea814ee3a303	PAIRED
SRR397120	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397120/SRR397120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397120/SRR397120_2.fastq.gz	c05716fef916148d7902f7f24d8ffceb;99e4ba983cf9554590d2e7531c9c0eb6	PAIRED
SRR397122	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397122/SRR397122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397122/SRR397122_2.fastq.gz	6776b1e7b772467e8560da55a5b86b54;2d93594aa28e33c3d528fb24e5c06d4e	PAIRED
SRR397127	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397127/SRR397127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397127/SRR397127_2.fastq.gz	3a2cf3f55138bf2cf21ccecf350c1db7;cd28ab3e94d9e05dc956b9b56564315d	PAIRED
SRR397128	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397128/SRR397128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397128/SRR397128_2.fastq.gz	87fbd984de9968469e3765e47d8f81dc;dbf66615f1b529883c8673a424579967	PAIRED
SRR397137	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397137/SRR397137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397137/SRR397137_2.fastq.gz	f65651318c806ddf658d0f97ccb88bd7;b10abc6f7bd5e1d2726649b11e7b63cf	PAIRED
SRR397139	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397139/SRR397139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397139/SRR397139_2.fastq.gz	4b21ddfb82d9948c608445cd77317e2d;944feecc78e481ae082b7a8df4d684d9	PAIRED
SRR397143	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397143/SRR397143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397143/SRR397143_2.fastq.gz	47ea756ca29fc39d7b5e167f08a6d8e6;2aef94b763d556271d813f9006663e2b	PAIRED
SRR397147	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397147/SRR397147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397147/SRR397147_2.fastq.gz	d8ff661637cbe2b949f4bd8c901c3a23;b500f63e33ef9ae25879de68159a979c	PAIRED
SRR397148	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397148/SRR397148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397148/SRR397148_2.fastq.gz	2f11299fbe138d22c1a977f6ff00b799;1a5d4947abdbc246099e11ba3d7ebcdc	PAIRED
SRR397150	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397150/SRR397150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397150/SRR397150_2.fastq.gz	662d7f5173e80727cf793c5ed616ee3f;a055aa03d2741d7eb78d8cf64b7aeabb	PAIRED
SRR397152	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397152/SRR397152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397152/SRR397152_2.fastq.gz	84b6ffe49426482ab95c602ab654fad9;18d7e2d05a82bdc9768847916eae3828	PAIRED
SRR397153	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397153/SRR397153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397153/SRR397153_2.fastq.gz	75f26bc96febc51503882dd0a98e212b;cbd274780e45d768097c7b32b3acdded	PAIRED
SRR397156	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397156/SRR397156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397156/SRR397156_2.fastq.gz	dff03734d11db616e034a4fdcaab2d44;9c208c2b7e6d35cada5f7ce8263a7cbe	PAIRED
SRR397165	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397165/SRR397165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397165/SRR397165_2.fastq.gz	1bef8bfa2afc58bd5491e4de26601f35;a855e55515e785555e69f1435e86ae83	PAIRED
SRR397172	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397172/SRR397172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397172/SRR397172_2.fastq.gz	74dfacdc114781fa28d93f3cd5493cef;8e1dc7c301f828e24d2d8707a2460c1e	PAIRED
SRR397176	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397176/SRR397176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397176/SRR397176_2.fastq.gz	3e9d4d41888994cad60f239e72645b16;2f05d2fc735ab6d56fc2edd1194464ff	PAIRED
SRR397181	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397181/SRR397181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397181/SRR397181_2.fastq.gz	78faa4205f30230dcc909e639e3e63aa;715d95cd63a67528b3a74275afe7418d	PAIRED
SRR397182	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397182/SRR397182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397182/SRR397182_2.fastq.gz	3b876f804e1d125bb3706755b104fd62;2e07b9b9d45be68accccaf389b9cc13e	PAIRED
SRR397184	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397184/SRR397184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397184/SRR397184_2.fastq.gz	585b339b5ca3cb145aee31c924199dcf;9066e587d9554666fa0057610313aceb	PAIRED
SRR397199	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397199/SRR397199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397199/SRR397199_2.fastq.gz	cc17e6efdac5ef7b28852845a448f3eb;6934b3a0647864f5b156053745eaa6e3	PAIRED
SRR397200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397200/SRR397200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397200/SRR397200_2.fastq.gz	3591e4f5455aba1cc38dcf81ae7265fa;31bd9e50fa232b3d4fa7e544ff61f63a	PAIRED
SRR397201	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397201/SRR397201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397201/SRR397201_2.fastq.gz	53d837cb120fce5a0ca3a816809f4929;350c2570bc80796be5a4f76517beb30d	PAIRED
SRR397202	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397202/SRR397202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397202/SRR397202_2.fastq.gz	dd85431ce068b4cd8c204f5742af600e;6bf8795cf75c5a60055f40ade7a0c47c	PAIRED
SRR397204	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397204/SRR397204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397204/SRR397204_2.fastq.gz	507129e42e5ef3d3d87f897bded0f72d;cab548d1e25bee7675ca97003a96fa96	PAIRED
SRR397205	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397205/SRR397205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397205/SRR397205_2.fastq.gz	a220ff4e4641fa258ce58325c1ad081b;6a959e5228a309022911abadd91f20d2	PAIRED
